b'type',b'category',b'subcategory',b'sizing',b'month_name',b'month_number',b'year_',b'tactical',b'barrel_length',b'trigger_action',b'quantity',b'amount'
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,Y,,OTHER,2042,926884.95
Firearms,Shotgun,Pump Action,20 GA,May,5,2019,N,28,OTHER,37,13734.22
Firearms,Shotgun,Semiautomatic,12 GA,Jan,1,2019,N,28,OTHER,3314,1345727.06
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,Y,,OTHER,3198,1253300.13
Firearms,Shotgun,Lever Action,410 GA,Jun,6,2019,N,20,OTHER,859,519248.14
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2019,Y,,OTHER,1663,770027.17
Firearms,Shotgun,Semiautomatic,12 GA,Aug,8,2019,N,28,OTHER,2775,1507045.63
Firearms,Shotgun,Single Shot,12 GA,Apr,4,2019,N,20,OTHER,54,4961.62
Firearms,Shotgun,Pump Action,410 GA,Feb,2,2019,N,24,OTHER,130,38220.92
Firearms,Shotgun,Pump Action,12 GA,May,5,2019,N,28,OTHER,475,133022.08
Firearms,Shotgun,Semiautomatic,12 GA,Jul,7,2019,N,,OTHER,721,702830.25
Firearms,Shotgun,Semiautomatic,12 GA,Jul,7,2019,N,22,OTHER,55,40725.76
Firearms,Shotgun,Over/Under,12 GA,Oct,10,2019,N,32,OTHER,153,255920.03
Firearms,Shotgun,Over/Under,410 GA,Jul,7,2019,N,,OTHER,22,11045.45
Firearms,Shotgun,Semiautomatic,12 GA,Dec,12,2019,N,30,OTHER,202,207066.05
Firearms,Shotgun,Over/Under,12 GA,Sep,9,2019,N,30,OTHER,205,303823.44
Firearms,Shotgun,Pump Action,12 GA,Jun,6,2019,Y,,OTHER,2163,1110382.48
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,Y,,OTHER,589,306505.22
Firearms,Shotgun,Over/Under,12 GA,Dec,12,2019,N,,OTHER,320,402717.73
Firearms,Shotgun,Bolt Action,20 GA,Dec,12,2019,N,,OTHER,646,305613.15
Firearms,Shotgun,Over/Under,16 GA,Nov,11,2019,N,,OTHER,40,23498.17
Firearms,Shotgun,Pump Action,410 GA,Feb,2,2019,N,26,OTHER,47,16672.75
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,N,30,OTHER,88,55765.59
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2019,N,30,OTHER,127,127806.71
Firearms,Shotgun,Pump Action,12 GA,May,5,2019,Y,18,OTHER,1993,665014.5
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,N,30,OTHER,33,11781.04
Firearms,Shotgun,Semiautomatic,20 GA,Sep,9,2019,N,26,OTHER,429,208296.04
Firearms,Shotgun,Semiautomatic,12 GA,Nov,11,2019,Y,20,OTHER,2180,991627.96
Firearms,Shotgun,Semiautomatic,20 GA,Apr,4,2019,Y,20,OTHER,33,13447.96
Firearms,Shotgun,Pump Action,20 GA,Feb,2,2019,N,24,OTHER,195,64901.7
Firearms,Shotgun,Pump Action,12 GA,Jun,6,2019,Y,18,OTHER,1239,354956.05
Firearms,Shotgun,Semiautomatic,12 GA,Aug,8,2019,Y,24,OTHER,140,82726.58
Firearms,Shotgun,Pump Action,410 GA,Mar,3,2019,N,24,OTHER,150,43894.11
Firearms,Shotgun,Pump Action,410 GA,Dec,12,2019,Y,18.5,OTHER,72,22201.79
Firearms,Shotgun,Pump Action,12 GA,Dec,12,2019,N,24,OTHER,305,103253.64
Firearms,Shotgun,Semiautomatic,12 GA,Oct,10,2019,Y,20,OTHER,1523,698508.69
Firearms,Shotgun,Over/Under,12 GA,Dec,12,2019,N,28,OTHER,1434,800669.69
Firearms,Shotgun,Pump Action,410 GA,Dec,12,2019,N,20,OTHER,88,25767.82
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2019,Y,18.5,OTHER,1192,355783.39
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2019,N,22,OTHER,240,66193.05
Firearms,Shotgun,Over/Under,20 GA,May,5,2019,N,26,OTHER,316,146074.57
Firearms,Shotgun,Semiautomatic,12 GA,Dec,12,2019,N,26,OTHER,632,546400.34
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,Y,18,OTHER,1645,502998.61
Firearms,Shotgun,Over/Under,20 GA,Sep,9,2019,N,26,OTHER,635,292566.15
Firearms,Shotgun,Semiautomatic,12 GA,Feb,2,2019,Y,22,OTHER,105,62550.25
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2019,Y,,OTHER,132,23841.23
Firearms,Shotgun,Pump Action,12 GA,Apr,4,2019,N,24,OTHER,403,149257.13
Firearms,Shotgun,Rifle/Shotgun,22 LR / 410 GA,Jan,1,2019,N,18.5,OTHER,255,37354.02
Firearms,Shotgun,Semiautomatic,12 GA,Apr,4,2019,Y,18,OTHER,148,75388.09
Firearms,Shotgun,Pump Action,20 GA,Jan,1,2019,N,22,OTHER,255,70796.54
Firearms,Shotgun,Over/Under,12 GA,Nov,11,2019,N,28,OTHER,1386,702521.34
Firearms,Shotgun,Semiautomatic,12 GA,Jun,6,2019,Y,18,OTHER,163,79187.62
Firearms,Shotgun,Pump Action,12 GA,Oct,10,2019,Y,18.5,OTHER,998,291824.45
Firearms,Shotgun,Pump Action,12 GA,Feb,2,2019,Y,18,OTHER,1890,541838.22
Firearms,Shotgun,Over/Under,20 GA,Mar,3,2019,N,28,OTHER,200,125508.13
Firearms,Shotgun,Over/Under,12 GA,Aug,8,2019,N,,OTHER,451,594194.9
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2019,Y,20,OTHER,1025,458404.18
Firearms,Shotgun,Single Shot,410 GA,Jun,6,2019,N,26,OTHER,808,80214.46
Firearms,Shotgun,Single Shot,12 GA,Sep,9,2019,N,,OTHER,506,68299.11
Firearms,Shotgun,Single Shot,20 GA,Jan,1,2019,N,28,OTHER,0,0
Firearms,Shotgun,Bolt Action,20 GA,Oct,10,2019,N,,OTHER,1007,469745.08
Firearms,Shotgun,Pump Action,12 GA,Jan,1,2019,N,20,OTHER,182,51640.95
Firearms,Shotgun,Single Shot,12 GA,May,5,2019,N,34,OTHER,66,90450.5
Firearms,Shotgun,Pump Action,410 GA,Feb,2,2019,Y,14,OTHER,120,29821.96
Firearms,Shotgun,Lever Action,410 GA,Sep,9,2019,N,20,OTHER,631,309703.69
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2019,N,24,OTHER,89,42996.97
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2019,Y,28,OTHER,447,141255.62
Firearms,Shotgun,Semiautomatic,20 GA,Mar,3,2019,N,24,OTHER,544,199846.69
Firearms,Shotgun,Over/Under,20 GA,Jun,6,2019,N,28,OTHER,144,73865.41
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,N,24,OTHER,642,236409.7
Firearms,Shotgun,Semiautomatic,12 GA,Oct,10,2019,N,24,OTHER,113,57350.48
Firearms,Shotgun,Semiautomatic,12 GA,May,5,2019,N,26,OTHER,256,198770.12
Firearms,Shotgun,Semiautomatic,12 GA,Apr,4,2019,N,30,OTHER,85,54851.42
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,N,26,OTHER,322,114947.2
Firearms,Shotgun,Over/Under,12 GA,Sep,9,2019,N,20,OTHER,40,32760.34
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,Y,22,OTHER,161,92647.14
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,Y,18.5,OTHER,391,226806.91
Firearms,Shotgun,Lever Action,410 GA,May,5,2019,N,20,OTHER,967,596211.67
Firearms,Shotgun,Over/Under,12 GA,Jan,1,2019,N,28,OTHER,1699,788449.81
Firearms,Shotgun,Over/Under,410 GA,Sep,9,2019,N,26,OTHER,45,22743.43
Firearms,Shotgun,Pump Action,20 GA,Mar,3,2019,N,26,OTHER,392,85163.29
Firearms,Shotgun,Single Shot,12 GA,Sep,9,2019,N,28,OTHER,144,38728.52
Firearms,Shotgun,Semiautomatic,410 GA,May,5,2019,N,26,OTHER,90,43599.07
Firearms,Shotgun,Single Shot,20 GA,Nov,11,2019,N,24,OTHER,10,1179.5
Firearms,Shotgun,Semiautomatic,28 GA,Jul,7,2019,N,26,OTHER,32,15232.9
Firearms,Shotgun,Semiautomatic,20 GA,May,5,2019,N,26,OTHER,204,81763.31
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,Y,14.5,OTHER,526,191026.33
Firearms,Shotgun,Lever Action,12 GA,May,5,2019,N,,OTHER,102,30310.74
Firearms,Shotgun,Side By Side,12 GA,Mar,3,2019,N,18,OTHER,39,16434.97
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2019,N,,OTHER,565,187450.54
Firearms,Shotgun,Pump Action,20 GA,Oct,10,2019,Y,,OTHER,57,10241.65
Firearms,Shotgun,Single Shot,12 GA,Oct,10,2019,N,20,OTHER,21,1977.84
Firearms,Shotgun,Single Shot,410 GA,Dec,12,2019,N,18.5,OTHER,358,46682.18
Firearms,Shotgun,Single Shot,410 GA,May,5,2019,N,18.5,OTHER,426,49476.33
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2019,Y,14.4,OTHER,537,184491.48
Firearms,Shotgun,Semiautomatic,12 GA,May,5,2019,N,20,OTHER,14,4492.75
Firearms,Shotgun,Semiautomatic,20 GA,Apr,4,2019,N,,OTHER,278,187656.77
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2019,Y,22,OTHER,75,46642.19
Firearms,Shotgun,Single Shot,410 GA,Jan,1,2019,N,20,OTHER,485,40672.66
Firearms,Shotgun,Over/Under,16 GA,May,5,2019,N,,OTHER,9,5172.7
Firearms,Shotgun,Side By Side,12 GA,Sep,9,2019,N,,OTHER,13,10417.17
Firearms,Shotgun,Over/Under,20 GA,Aug,8,2019,N,26,OTHER,598,253558.81
Firearms,Shotgun,Over/Under,28 GA,Dec,12,2019,N,26,OTHER,90,67932.91
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2019,N,28,OTHER,56,22126.22
Firearms,Shotgun,Pump Action,20 GA,Aug,8,2019,N,26,OTHER,448,118379.87
Firearms,Shotgun,Pump Action,410 GA,Aug,8,2019,N,18.5,OTHER,187,57351.96
Firearms,Shotgun,Semiautomatic,12 GA,Oct,10,2019,Y,22,OTHER,77,49261.22
Firearms,Shotgun,Single Shot,410 GA,Nov,11,2019,N,28,OTHER,458,40893.07
Firearms,Shotgun,Over/Under,12 GA,Jan,1,2019,N,,OTHER,336,495915.22
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,Y,14.4,OTHER,648,218363.97
Firearms,Shotgun,Semiautomatic,410 GA,Feb,2,2019,Y,18,OTHER,183,83513.45
Firearms,Shotgun,Pump Action,410 GA,Jul,7,2019,N,20,OTHER,36,10438.31
Firearms,Shotgun,Pump Action,20 GA,Aug,8,2019,N,,OTHER,545,174343.29
Firearms,Shotgun,Over/Under,12 GA,Jun,6,2019,N,26,OTHER,27,27540.34
Firearms,Shotgun,Semiautomatic,12 GA,Apr,4,2019,N,22,OTHER,121,93368.45
Firearms,Shotgun,Single Shot,410 GA,Dec,12,2019,N,28,OTHER,359,33535.46
Firearms,Shotgun,Semiautomatic,20 GA,Jul,7,2019,N,24,OTHER,188,67455.16
Firearms,Shotgun,Side By Side,12 GA,Aug,8,2019,N,20,OTHER,2,2530
Firearms,Shotgun,Single Shot,20 GA,Jun,6,2019,N,26,OTHER,343,53462.24
Firearms,Shotgun,Semiautomatic,410 GA,May,5,2019,Y,28,OTHER,26,11302.3
Firearms,Shotgun,Single Shot,410 GA,Nov,11,2019,N,18,OTHER,200,23531.99
Firearms,Shotgun,Over/Under,410 GA,Sep,9,2019,N,28,OTHER,227,93614.33
Firearms,Shotgun,Semiautomatic,20 GA,Jul,7,2019,N,,OTHER,231,183630.71
Firearms,Shotgun,Pump Action,12 GA,Feb,2,2019,N,30,OTHER,31,14451.3
Firearms,Shotgun,Pump Action,20 GA,Oct,10,2019,Y,14,OTHER,151,39490.67
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2019,N,28,OTHER,1076,340006.07
Firearms,Shotgun,Pump Action,12 GA,Sep,9,2019,N,26,OTHER,185,73844.69
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2019,Y,20,OTHER,43,16815.16
Firearms,Shotgun,Pump Action,20 GA,Mar,3,2019,N,24,OTHER,264,91449.09
Firearms,Shotgun,Single Shot,20 GA,Oct,10,2019,N,24,OTHER,8,954.6
Firearms,Shotgun,Side By Side,20 GA,Jun,6,2019,Y,,OTHER,53,14569.73
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,Y,18,OTHER,193,103393.13
Firearms,Shotgun,Pump Action,410 GA,Jan,1,2019,Y,14,OTHER,142,35136.47
Firearms,Shotgun,Semiautomatic,12 GA,Jan,1,2019,Y,20,OTHER,515,213368.83
Firearms,Shotgun,Bolt Action,20 GA,Dec,12,2019,N,22,OTHER,178,101163.62
Firearms,Shotgun,Over/Under,12 GA,Dec,12,2019,N,26,OTHER,144,135415.82
Firearms,Shotgun,Semiautomatic,410 GA,Aug,8,2019,Y,18,OTHER,52,23469.54
Firearms,Shotgun,Over/Under,410 GA,Jan,1,2019,N,26,OTHER,71,44210.31
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,N,20,OTHER,96,24822.38
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2019,N,24,OTHER,183,59255.79
Firearms,Shotgun,Rifle/Shotgun,22 LR / 410 GA,Aug,8,2019,N,18.5,OTHER,208,32160.79
Firearms,Shotgun,Single Shot,12 GA,Mar,3,2019,N,,OTHER,330,61945.35
Firearms,Shotgun,Pump Action,410 GA,Mar,3,2019,N,25,OTHER,82,32653.15
Firearms,Shotgun,Semiautomatic,12 GA,Jun,6,2019,Y,24,OTHER,145,85115.35
Firearms,Shotgun,Pump Action,410 GA,Sep,9,2019,N,28,OTHER,308,65530.08
Firearms,Shotgun,Pump Action,20 GA,Oct,10,2019,N,26,OTHER,442,103271.01
Firearms,Shotgun,Semiautomatic,20 GA,Apr,4,2019,N,28,OTHER,479,131508.16
Firearms,Shotgun,Pump Action,410 GA,Feb,2,2019,Y,14.3,OTHER,335,103847.62
Firearms,Shotgun,Rifle/Shotgun,22 LR / 20 GA,Jun,6,2019,N,,OTHER,5,1579.58
Firearms,Shotgun,Pump Action,12 GA,Apr,4,2019,Y,30,OTHER,46,37909.49
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2019,N,26,OTHER,323,82294.37
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,N,26,OTHER,150,58922.67
Firearms,Shotgun,Semiautomatic,410 GA,May,5,2019,N,28,OTHER,135,70259.4
Firearms,Shotgun,Single Shot,12 GA,May,5,2019,N,28,OTHER,260,84652.86
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2019,Y,14.4,OTHER,195,61746.59
Firearms,Shotgun,Semiautomatic,12 GA,Nov,11,2019,Y,22,OTHER,64,39090.39
Firearms,Shotgun,Over/Under,16 GA,Jul,7,2019,N,26,OTHER,9,16479.49
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,N,22,OTHER,40,14549.74
Firearms,Shotgun,Semiautomatic,16 GA,Jan,1,2019,N,26,OTHER,72,93368.1
Firearms,Shotgun,Semiautomatic,410 GA,Jan,1,2019,Y,28,OTHER,21,8764.54
Firearms,Shotgun,Single Shot,20 GA,Apr,4,2019,N,20,OTHER,18,1746.51
Firearms,Shotgun,Pump Action,410 GA,Nov,11,2019,N,18.5,OTHER,291,90417.21
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2019,N,18.5,OTHER,131,40586.14
Firearms,Shotgun,Over/Under,12 GA,Jul,7,2019,N,,OTHER,375,481778.86
Firearms,Shotgun,Pump Action,410 GA,Jan,1,2019,N,18.5,OTHER,145,43643.78
Firearms,Shotgun,Pump Action,12 GA,Jan,1,2019,Y,14,OTHER,199,86640.09
Firearms,Shotgun,Pump Action,28 GA,May,5,2019,N,28,OTHER,15,5155.3
Firearms,Shotgun,Pump Action,12 GA,May,5,2019,N,20,OTHER,109,39183.54
Firearms,Shotgun,Semiautomatic,410 GA,Feb,2,2019,N,26,OTHER,137,69647.39
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,N,22,OTHER,242,164499.6
Firearms,Shotgun,Pump Action,20 GA,Mar,3,2019,N,18,OTHER,19,5830.23
Firearms,Shotgun,Single Shot,410 GA,Aug,8,2019,N,28,OTHER,130,13493.79
Firearms,Shotgun,Side By Side,12 GA,Mar,3,2019,N,28,OTHER,45,26611.18
Firearms,Shotgun,Semiautomatic,12 GA,Dec,12,2019,Y,28,OTHER,324,99202.76
Firearms,Shotgun,Pump Action,28 GA,Apr,4,2019,N,25,OTHER,15,10395.22
Firearms,Shotgun,Semiautomatic,20 GA,Sep,9,2019,N,22,OTHER,51,31039.44
Firearms,Shotgun,Single Shot,12 GA,Nov,11,2019,N,20,OTHER,14,1276.34
Firearms,Shotgun,Pump Action,12 GA,Oct,10,2019,N,20,OTHER,114,28005.86
Firearms,Shotgun,Single Shot,410 GA,Oct,10,2019,N,18,OTHER,205,21823.54
Firearms,Shotgun,Single Shot,12 GA,Oct,10,2019,N,28,OTHER,158,38094.7
Firearms,Shotgun,Semiautomatic,410 GA,Apr,4,2019,N,,OTHER,133,70809.41
Firearms,Shotgun,Semiautomatic,28 GA,Feb,2,2019,N,28,OTHER,34,15942.09
Firearms,Shotgun,Single Shot,12 GA,Jan,1,2019,N,20,OTHER,314,25849.68
Firearms,Shotgun,Pump Action,12 GA,Feb,2,2019,N,22,OTHER,32,11437.81
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,Y,14,OTHER,101,42616.27
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,N,20,OTHER,24,8392.77
Firearms,Shotgun,Single Shot,20 GA,Apr,4,2019,N,26,OTHER,206,43095.51
Firearms,Shotgun,Over/Under,20 GA,Sep,9,2019,N,30,OTHER,13,23086.5
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2019,N,18,OTHER,72,29064.88
Firearms,Shotgun,Pump Action,12 GA,Jul,7,2019,N,18,OTHER,38,12043.02
Firearms,Shotgun,Semiautomatic,20 GA,Mar,3,2019,Y,,OTHER,0,0
Firearms,Shotgun,Pump Action,410 GA,Apr,4,2019,Y,14,OTHER,128,32304.78
Firearms,Shotgun,Single Shot,410 GA,Jan,1,2019,N,28,OTHER,258,28729.7
Firearms,Shotgun,Single Shot,12 GA,Jul,7,2019,N,20,OTHER,10,927.22
Firearms,Shotgun,Pump Action,28 GA,Nov,11,2019,N,28,OTHER,7,3041
Firearms,Shotgun,Over/Under,12 GA,Aug,8,2019,N,30,OTHER,195,253540.35
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2019,N,13,OTHER,206,133987.91
Firearms,Shotgun,Single Shot,410 GA,Apr,4,2019,Y,18,OTHER,3,2641.84
Firearms,Shotgun,Single Shot,410 GA,Oct,10,2019,N,24,OTHER,3,354.85
Firearms,Shotgun,Semiautomatic,12 GA,Jan,1,2019,N,24,OTHER,121,66311.22
Firearms,Shotgun,Pump Action,12 GA,May,5,2019,Y,14,OTHER,293,120309.85
Firearms,Shotgun,Single Shot,410 GA,Jan,1,2019,N,18.5,OTHER,250,28462.81
Firearms,Shotgun,Single Shot,12 GA,Mar,3,2019,N,28,OTHER,155,44071.35
Firearms,Shotgun,Side By Side,12 GA,Feb,2,2019,N,18,OTHER,40,16372.66
Firearms,Shotgun,Pump Action,410 GA,Apr,4,2019,Y,18.5,OTHER,66,21296.83
Firearms,Shotgun,Pump Action,12 GA,May,5,2019,N,26,OTHER,118,47334.34
Firearms,Shotgun,Bolt Action,20 GA,Feb,2,2019,N,,OTHER,282,127704.06
Firearms,Shotgun,Single Shot,20 GA,May,5,2019,N,22,OTHER,40,4960.36
Firearms,Shotgun,Semiautomatic,12 GA,Apr,4,2019,Y,24,OTHER,175,102874.08
Firearms,Shotgun,Over/Under,16 GA,Dec,12,2019,N,26,OTHER,3,5247
Firearms,Shotgun,Over/Under,410 GA,May,5,2019,N,26,OTHER,35,17806.75
Firearms,Shotgun,Single Shot,20 GA,Apr,4,2019,N,22,OTHER,60,7399.19
Firearms,Shotgun,Over/Under,410 GA,Feb,2,2019,N,26,OTHER,66,40359.85
Firearms,Shotgun,Semiautomatic,28 GA,Dec,12,2019,N,,OTHER,38,45096
Firearms,Shotgun,Semiautomatic,12 GA,Dec,12,2019,N,22,OTHER,72,53476.98
Firearms,Shotgun,Semiautomatic,28 GA,Feb,2,2019,N,,OTHER,27,32160
Firearms,Shotgun,Semiautomatic,28 GA,Oct,10,2019,N,,OTHER,27,32328
Firearms,Shotgun,Over/Under,16 GA,Oct,10,2019,N,28,OTHER,45,34487.35
Firearms,Shotgun,Pump Action,28 GA,Sep,9,2019,N,28,OTHER,15,5199.16
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2019,Y,14,OTHER,0,0
Firearms,Shotgun,Over/Under,12 GA,May,5,2019,N,20,OTHER,30,23879.32
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2019,N,28,OTHER,61,27626.23
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2019,Y,14,OTHER,162,43768.6
Firearms,Shotgun,Over/Under,12 GA,Dec,12,2019,N,18,OTHER,6,7997.16
Firearms,Shotgun,Semiautomatic,16 GA,Dec,12,2019,N,26,OTHER,33,41639
Firearms,Shotgun,Semiautomatic,20 GA,Jun,6,2019,Y,24,OTHER,247,172897.53
Firearms,Shotgun,Single Shot,12 GA,Sep,9,2019,N,18,OTHER,82,14131.74
Firearms,Shotgun,Pump Action,12 GA,Jan,1,2019,Y,30,OTHER,65,56420.67
Firearms,Shotgun,Bolt Action,20 GA,Jul,7,2019,N,22,OTHER,98,56595.58
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2019,N,22,OTHER,13,5332.04
Firearms,Shotgun,Single Shot,410 GA,Feb,2,2019,N,28,OTHER,150,16331.76
Firearms,Shotgun,Semiautomatic,12 GA,Apr,4,2019,N,18.5,OTHER,11,5218.23
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2019,N,20,OTHER,206,35415.3
Firearms,Shotgun,Pump Action,20 GA,Jan,1,2019,Y,26,OTHER,17,3051.15
Firearms,Shotgun,Single Shot,20 GA,Nov,11,2019,N,28,OTHER,0,0
Firearms,Shotgun,Semiautomatic,410 GA,Sep,9,2019,N,,OTHER,1,522.19
Firearms,Shotgun,Semiautomatic,16 GA,Nov,11,2019,N,26,OTHER,19,24163.99
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2019,Y,18,OTHER,133,24788.07
Firearms,Shotgun,Single Shot,410 GA,Feb,2,2019,N,24,OTHER,19,2219.63
Firearms,Shotgun,Single Shot,12 GA,Dec,12,2019,N,20,OTHER,15,1400.31
Firearms,Shotgun,Single Shot,12 GA,Jun,6,2019,N,34,OTHER,51,58529.8
Firearms,Shotgun,Single Shot,12 GA,Jun,6,2019,N,32,OTHER,22,36317.25
Firearms,Shotgun,Single Shot,20 GA,Oct,10,2019,N,18,OTHER,84,8054.08
Firearms,Shotgun,Bolt Action,20 GA,Jun,6,2019,N,22,OTHER,61,35142.56
Firearms,Shotgun,Side By Side,12 GA,Dec,12,2019,Y,20,OTHER,54,43513.67
Firearms,Shotgun,Semiautomatic,410 GA,Jun,6,2019,N,28,OTHER,93,48387.25
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2019,Y,30,OTHER,88,64149.7
Firearms,Shotgun,Side By Side,12 GA,Aug,8,2019,N,28,OTHER,51,38258.18
Firearms,Shotgun,Over/Under,28 GA,Jun,6,2019,N,26,OTHER,24,13252.14
Firearms,Shotgun,Over/Under,28 GA,Jan,1,2019,N,28,OTHER,94,66473.32
