b'type',b'category',b'subcategory',b'sizing',b'month_name',b'month_number',b'year_',b'tactical',b'barrel_length',b'trigger_action',b'quantity',b'amount'
Firearms,Shotgun,Single Shot,12 GA,Jun,6,2021,N,,OTHER,658,90227.08
Firearms,Shotgun,Single Shot,12 GA,Aug,8,2021,N,28,OTHER,100,23634.5
Firearms,Shotgun,Pump Action,20 GA,Feb,2,2021,N,,OTHER,52,12585.97
Firearms,Shotgun,Single Shot,20 GA,May,5,2021,N,,OTHER,382,38186.13
Firearms,Shotgun,Semiautomatic,12 GA,Jan,1,2021,N,20,OTHER,149,49960.01
Firearms,Shotgun,Semiautomatic,12 GA,Apr,4,2021,N,22,OTHER,43,29754.1
Firearms,Shotgun,Pump Action,12 GA,Sep,9,2021,N,24,OTHER,273,84239.58
Firearms,Shotgun,Over/Under,410 GA,Oct,10,2021,N,,OTHER,168,89564.87
Firearms,Shotgun,Side By Side,20 GA,Mar,3,2021,N,26,OTHER,3,1965
Firearms,Shotgun,Single Shot,410 GA,Sep,9,2021,N,18.5,OTHER,22,2749.47
Firearms,Shotgun,Pump Action,20 GA,Jul,7,2021,N,18.5,OTHER,241,86495.74
Firearms,Shotgun,Semiautomatic,12 GA,Jun,6,2021,N,18,OTHER,642,238579.53
Firearms,Shotgun,Over/Under,12 GA,Jun,6,2021,N,32,OTHER,78,131784.08
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2021,N,,OTHER,439,104957.02
Firearms,Shotgun,Pump Action,20 GA,Apr,4,2021,N,22,OTHER,816,220547.4
Firearms,Shotgun,Semiautomatic,20 GA,Feb,2,2021,Y,3,OTHER,65,35477.65
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2021,Y,20,OTHER,123,46969.76
Firearms,Shotgun,Semiautomatic,12 GA,Dec,12,2021,N,,OTHER,942,997676.12
Firearms,Shotgun,Lever Action,410 GA,Apr,4,2021,N,24,OTHER,116,81014.82
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2021,N,22,OTHER,549,153015.86
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2021,Y,18,OTHER,3328,1796841.96
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2021,NA,,OTHER,1395,28127.16
Firearms,Shotgun,Pump Action,12 GA,Feb,2,2021,Y,14.5,OTHER,214,88637.27
Firearms,Shotgun,Semiautomatic,16 GA,Feb,2,2021,N,28,OTHER,11,6876.07
Firearms,Shotgun,Semiautomatic,20 GA,Dec,12,2021,Y,,OTHER,103,36105.35
Firearms,Shotgun,Over/Under,410 GA,Dec,12,2021,N,,OTHER,282,146743.01
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2021,Y,18.5,OTHER,588,296921.8
Firearms,Shotgun,Semiautomatic,12 GA,Feb,2,2021,N,22,OTHER,83,50631.54
Firearms,Shotgun,Pump Action,20 GA,Oct,10,2021,N,24,OTHER,301,96872.39
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2021,NA,28,OTHER,436,91302.76
Firearms,Shotgun,Bolt Action,20 GA,Oct,10,2021,N,22,OTHER,290,178206.44
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2021,Y,14,OTHER,555,254042.94
Firearms,Shotgun,Over/Under,410 GA,Mar,3,2021,N,30,OTHER,5,12485
Firearms,Shotgun,Single Shot,20 GA,Oct,10,2021,N,,OTHER,296,29890.94
Firearms,Shotgun,Semiautomatic,20 GA,Feb,2,2021,N,22,OTHER,109,59240.14
Firearms,Shotgun,Over/Under,20 GA,Oct,10,2021,N,28,OTHER,234,266810.92
Firearms,Shotgun,Semiautomatic,12 GA,Jan,1,2021,Y,30,OTHER,6,2239.15
Firearms,Shotgun,Pump Action,12 GA,Sep,9,2021,N,,OTHER,937,182239.13
Firearms,Shotgun,Semiautomatic,12 GA,May,5,2021,N,20,OTHER,451,182105.2
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2021,N,24,OTHER,413,123472
Firearms,Shotgun,Pump Action,12 GA,Dec,12,2021,Y,18.5,OTHER,2128,652676.89
Firearms,Shotgun,Semiautomatic,410 GA,May,5,2021,N,28,OTHER,39,17790.37
Firearms,Shotgun,Single Shot,20 GA,Apr,4,2021,N,26,OTHER,1177,220810.25
Firearms,Shotgun,Lever Action,410 GA,Nov,11,2021,N,19,OTHER,215,144523.04
Firearms,Shotgun,Pump Action,410 GA,Dec,12,2021,N,25,OTHER,0,0
Firearms,Shotgun,Pump Action,20 GA,Aug,8,2021,Y,26,OTHER,73,14944.92
Firearms,Shotgun,Semiautomatic,28 GA,Apr,4,2021,N,26,OTHER,148,74037.39
Firearms,Shotgun,Single Shot,12 GA,Sep,9,2021,N,28,OTHER,87,32631.22
Firearms,Shotgun,Semiautomatic,28 GA,Dec,12,2021,N,28,OTHER,36,21523.44
Firearms,Shotgun,Bolt Action,12 GA,Aug,8,2021,N,,OTHER,69,41005.85
Firearms,Shotgun,Pump Action,12 GA,Mar,3,2021,Y,30,OTHER,14,13126.6
Firearms,Shotgun,Side By Side,12 GA,Jan,1,2021,N,28,OTHER,160,102117.09
Firearms,Shotgun,Pump Action,12 GA,Sep,9,2021,N,28,OTHER,2558,758661.76
Firearms,Shotgun,Pump Action,12 GA,May,5,2021,N,24,OTHER,842,287780.09
Firearms,Shotgun,Pump Action,20 GA,May,5,2021,Y,14.4,OTHER,198,69493.51
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2021,N,22,OTHER,273,62769.61
Firearms,Shotgun,Single Shot,12 GA,Sep,9,2021,N,,OTHER,885,88430.96
Firearms,Shotgun,Semiautomatic,12 GA,Oct,10,2021,Y,18.5,OTHER,675,378005.99
Firearms,Shotgun,Pump Action,410 GA,Feb,2,2021,Y,18.5,OTHER,0,0
Firearms,Shotgun,Semiautomatic,20 GA,May,5,2021,N,,OTHER,112,144700.6
Firearms,Shotgun,Pump Action,20 GA,Feb,2,2021,N,24,OTHER,98,28225.34
Firearms,Shotgun,Pump Action,28 GA,May,5,2021,N,25,OTHER,0,0
Firearms,Shotgun,Semiautomatic,12 GA,Mar,3,2021,N,22,OTHER,65,35195.48
Firearms,Shotgun,Semiautomatic,12 GA,Oct,10,2021,N,30,OTHER,205,132490.59
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2021,N,26,OTHER,837,294440.84
Firearms,Shotgun,Semiautomatic,12 GA,Aug,8,2021,N,30,OTHER,160,103434.52
Firearms,Shotgun,Semiautomatic,12 GA,Aug,8,2021,Y,18.5,OTHER,695,412493.44
Firearms,Shotgun,Pump Action,20 GA,Jun,6,2021,Y,14.4,OTHER,255,89939.36
Firearms,Shotgun,Pump Action,12 GA,Apr,4,2021,Y,19,OTHER,193,48351.94
Firearms,Shotgun,Semiautomatic,20 GA,Sep,9,2021,Y,3,OTHER,198,106987.63
Firearms,Shotgun,Revolver,410 GA,Jul,7,2021,N,,REVOLVER,30,16502
Firearms,Shotgun,Pump Action,12 GA,Aug,8,2021,N,,OTHER,548,170329.55
Firearms,Shotgun,Over/Under,28 GA,Jun,6,2021,N,28,OTHER,144,160886.24
Firearms,Shotgun,Pump Action,410 GA,Nov,11,2021,N,18,OTHER,221,65203.17
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2021,N,26,OTHER,646,155363.88
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2021,N,26,OTHER,685,182181.61
Firearms,Shotgun,Semiautomatic,410 GA,Feb,2,2021,N,26,OTHER,116,55616.47
Firearms,Shotgun,Single Shot,20 GA,Jun,6,2021,N,,OTHER,38,3772.04
Firearms,Shotgun,Semiautomatic,20 GA,Jul,7,2021,N,22,OTHER,173,73629.85
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2021,Y,18.5,OTHER,106,20076.89
Firearms,Shotgun,Pump Action,12 GA,Apr,4,2021,N,,OTHER,782,169798
Firearms,Shotgun,Side By Side,12 GA,Nov,11,2021,N,28,OTHER,61,50776.56
Firearms,Shotgun,Semiautomatic,20 GA,Oct,10,2021,N,22,OTHER,218,73600.96
Firearms,Shotgun,Single Shot,20 GA,Jan,1,2021,N,24,OTHER,0,0
Firearms,Shotgun,Single Shot,20 GA,Mar,3,2021,N,26,OTHER,1003,180430.3
Firearms,Shotgun,Pump Action,20 GA,Dec,12,2021,Y,14.5,OTHER,38,17544.43
Firearms,Shotgun,Over/Under,20 GA,Mar,3,2021,N,,OTHER,451,264312.32
Firearms,Shotgun,Over/Under,12 GA,Sep,9,2021,N,26,OTHER,272,213181.01
Firearms,Shotgun,Pump Action,28 GA,May,5,2021,N,26,OTHER,0,0
Firearms,Shotgun,Pump Action,12 GA,Nov,11,2021,N,32,OTHER,34,15812.72
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2021,N,22,OTHER,27,16223.56
Firearms,Shotgun,Over/Under,410 GA,Feb,2,2021,N,28,OTHER,188,178595.62
Firearms,Shotgun,Pump Action,20 GA,Jan,1,2021,N,,OTHER,391,88392.43
Firearms,Shotgun,Lever Action,410 GA,Feb,2,2021,N,20,OTHER,187,117135.09
Firearms,Shotgun,Semiautomatic,410 GA,Jan,1,2021,N,28,OTHER,135,75335.08
Firearms,Shotgun,Over/Under,410 GA,Mar,3,2021,N,32,OTHER,6,14934
Firearms,Shotgun,Semiautomatic,12 GA,Jul,7,2021,N,18,OTHER,273,99754.01
Firearms,Shotgun,Over/Under,410 GA,Feb,2,2021,N,,OTHER,549,252555.93
Firearms,Shotgun,Revolver,410 GA,Dec,12,2021,N,,REVOLVER,13,7150
Firearms,Shotgun,Side By Side,20 GA,Dec,12,2021,N,28,OTHER,251,166431.03
Firearms,Shotgun,Single Shot,12 GA,Aug,8,2021,N,32,OTHER,7,8023
Firearms,Shotgun,Semiautomatic,10 GA,Jul,7,2021,N,,OTHER,73,100722.14
Firearms,Shotgun,Pump Action,20 GA,Sep,9,2021,Y,26,OTHER,284,57637.97
Firearms,Shotgun,Single Shot,410 GA,Jun,6,2021,N,,OTHER,367,74868.92
Firearms,Shotgun,Semiautomatic,12 GA,Jun,6,2021,N,22,OTHER,50,35241.76
Firearms,Shotgun,Pump Action,410 GA,Jul,7,2021,N,24,OTHER,14,4582.87
Firearms,Shotgun,Lever Action,12 GA,Mar,3,2021,N,18,OTHER,281,110927.19
Firearms,Shotgun,Pump Action,20 GA,Nov,11,2021,Y,22,OTHER,19,4748.35
Firearms,Shotgun,Side By Side,12 GA,Jul,7,2021,N,28,OTHER,84,63436.81
Firearms,Shotgun,Semiautomatic,12 GA,May,5,2021,NA,,OTHER,1950,20125.1
Firearms,Shotgun,Semiautomatic,12 GA,Oct,10,2021,N,24,OTHER,270,140047.29
Firearms,Shotgun,Semiautomatic,410 GA,Mar,3,2021,N,24,OTHER,88,48471.83
Firearms,Shotgun,Semiautomatic,20 GA,Jun,6,2021,N,26,OTHER,585,295712.04
Firearms,Shotgun,Pump Action,20 GA,Mar,3,2021,Y,18,OTHER,436,93284.06
Firearms,Shotgun,Pump Action,20 GA,Oct,10,2021,Y,14.5,OTHER,30,13723.42
Firearms,Shotgun,Semiautomatic,410 GA,Sep,9,2021,N,28,OTHER,131,72847.98
Firearms,Shotgun,Lever Action,12 GA,Aug,8,2021,N,18,OTHER,58,24979.65
Firearms,Shotgun,Semiautomatic,20 GA,May,5,2021,Y,20,OTHER,83,29186.92
Firearms,Shotgun,Pump Action,12 GA,May,5,2021,Y,28,OTHER,100,127000
Firearms,Shotgun,Semiautomatic,410 GA,Dec,12,2021,N,20,OTHER,5,1914.95
Firearms,Shotgun,Lever Action,410 GA,Jan,1,2021,N,19,OTHER,160,106545.87
Firearms,Shotgun,Semiautomatic,12 GA,Jan,1,2021,Y,22,OTHER,0,0
Firearms,Shotgun,Over/Under,12 GA,Aug,8,2021,N,26,OTHER,165,136202.28
Firearms,Shotgun,Pump Action,20 GA,Feb,2,2021,N,18,OTHER,580,151748.58
Firearms,Shotgun,Semiautomatic,12 GA,Dec,12,2021,Y,19,OTHER,187,54771.48
Firearms,Shotgun,Semiautomatic,12 GA,Sep,9,2021,N,20,OTHER,75,29164.51
Firearms,Shotgun,Single Shot,12 GA,May,5,2021,N,24,OTHER,13,6154.28
Firearms,Shotgun,Semiautomatic,12 GA,Aug,8,2021,N,20,OTHER,43,16756.54
Firearms,Shotgun,Single Shot,12 GA,Mar,3,2021,N,32,OTHER,25,27712.9
Firearms,Shotgun,Pump Action,410 GA,Nov,11,2021,N,24,OTHER,77,25539.52
Firearms,Shotgun,Semiautomatic,410 GA,Oct,10,2021,N,24,OTHER,107,58903.82
Firearms,Shotgun,Single Shot,20 GA,Sep,9,2021,N,23,OTHER,90,11094.12
Firearms,Shotgun,Side By Side,28 GA,Apr,4,2021,N,28,OTHER,206,124040.84
Firearms,Shotgun,Pump Action,12 GA,May,5,2021,N,18,OTHER,2375,329320.48
Firearms,Shotgun,Over/Under,20 GA,Apr,4,2021,N,30,OTHER,51,55222.93
Firearms,Shotgun,Over/Under,12 GA,Apr,4,2021,N,,OTHER,471,409414.08
Firearms,Shotgun,Side By Side,410 GA,Jun,6,2021,N,28,OTHER,47,36648.99
Firearms,Shotgun,Semiautomatic,OTHER,May,5,2021,Y,,OTHER,46,38943
Firearms,Shotgun,Bolt Action,20 GA,Feb,2,2021,N,22,OTHER,77,53065.23
Firearms,Shotgun,Lever Action,410 GA,Aug,8,2021,N,15,OTHER,343,237871.12
Firearms,Shotgun,Pump Action,410 GA,Jan,1,2021,N,24,OTHER,282,89400.57
Firearms,Shotgun,Side By Side,20 GA,Jan,1,2021,N,28,OTHER,60,42365.07
Firearms,Shotgun,Bolt Action,20 GA,Mar,3,2021,N,22,OTHER,52,28371.51
Firearms,Shotgun,Over/Under,28 GA,Aug,8,2021,N,26,OTHER,172,122303.13
Firearms,Shotgun,Semiautomatic,20 GA,Sep,9,2021,NA,,OTHER,2986,22707.51
